,CPU 제조사,CPU 넘버,메모리 타입,메모리 용량,SSD 형태,SSD 용량,그래픽 칩셋,그래픽 메모리,운영체제,CPU Score,GPU Score,용도,최저가,제품명,제품 코드,그래픽 제조사,저장장치1,저장장치2,저장장치1 크기,저장장치2 크기
505,1,i5-12400,DDR5,64,M.2,512GB,GeforceRTX3070,Geforce RTX 3070 8GB,1,19524,22296,1,2051590,레노버 LEGION T5 26IAB7 90SV0037KA Win10Pro,17336099,1,M.2,M.2,512,0
506,1,i5-12400,DDR5,64,M.2,1TB,GeforceRTX3070,Geforce RTX 3070 8GB,1,19524,22296,1,2143590,레노버 LEGION T5 26IAB7 90SV0037KA Win10Pro,17335997,1,M.2,M.2,1000.0,0
507,1,i5-12400,DDR5,64,M.2,2TB,GeforceRTX3070,Geforce RTX 3070 8GB,1,19524,22296,1,2327590,레노버 LEGION T5 26IAB7 90SV0037KA Win10Pro,17335964,1,M.2,M.2,2000.0,0
508,1,N5030,DDR4,4,eMMC,64GB,UHDGraphics605,UHD Graphics 605 ,1,2654,368,0,333010,ECS LIVA Z2 N5030 Win10Pro,15722246,0,eMMC,eMMC,64,0
509,1,N5030,DDR4,8,eMMC,64GB,UHDGraphics605,UHD Graphics 605 ,1,2654,368,0,360180,ECS LIVA Z2 N5030 Win10Pro,15747248,0,eMMC,eMMC,64,0
510,1,i3-12100F,DDR4,16,M.2,256GB,GeforceRTX3050,Geforce RTX 3050 8GB,0,14345,12707,1,749850,영웅컴퓨터 영웅 게이밍ZE 005,17132555,1,M.2,M.2,256,0
511,1,i7-12700F,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,31455,17071,1,1448967,한성컴퓨터 TFG AX12706A,16811648,1,M.2,M.2,512,0
512,1,i7-11700B,DDR4,8,M.2,128GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1313890,ASUS MiniPC PN80 i7-11700B 180W M.2,17539844,0,M.2,M.2,128,0
513,1,i7-11700B,DDR4,8,M.2,250GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1450990,ASUS MiniPC PN80 i7-11700B 180W M.2,17539718,0,M.2,M.2,250,0
514,1,i7-11700B,DDR4,8,M.2,256GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1440990,ASUS MiniPC PN80 i7-11700B 180W M.2,17539778,0,M.2,M.2,256,0
515,1,i7-11700B,DDR4,8,M.2,500GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1371880,ASUS MiniPC PN80 i7-11700B 180W M.2,17539682,0,M.2,M.2,500,0
516,1,i7-11700B,DDR4,8,M.2,512GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1361880,ASUS MiniPC PN80 i7-11700B 180W M.2,17539550,0,M.2,M.2,512,0
517,1,i7-11700B,DDR4,16,M.2,250GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1393880,ASUS MiniPC PN80 i7-11700B 180W M.2,17539994,0,M.2,M.2,250,0
518,1,i7-11700B,DDR4,16,M.2,256GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1383890,ASUS MiniPC PN80 i7-11700B 180W M.2,17540024,0,M.2,M.2,256,0
519,1,i7-11700B,DDR4,16,M.2,500GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1415880,ASUS MiniPC PN80 i7-11700B 180W M.2,17539958,0,M.2,M.2,500,0
520,1,i7-11700B,DDR4,16,M.2,512GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1405890,ASUS MiniPC PN80 i7-11700B 180W M.2,17539934,0,M.2,M.2,512,0
521,1,i7-11700B,DDR4,16,M.2,1TB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1459880,ASUS MiniPC PN80 i7-11700B 180W M.2,17540084,0,M.2,M.2,1000.0,0
522,1,i7-11700B,DDR4,16,M.2,2TB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1601820,ASUS MiniPC PN80 i7-11700B 180W M.2,17540141,0,M.2,M.2,2000.0,0
523,1,i7-11700B,DDR4,32,M.2,1TB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1557880,ASUS MiniPC PN80 i7-11700B 180W M.2,17540237,0,M.2,M.2,1000.0,0
524,1,i7-11700B,DDR4,32,M.2,2TB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1698820,ASUS MiniPC PN80 i7-11700B 180W M.2,17540261,0,M.2,M.2,2000.0,0
525,1,i7-11700B,DDR4,32,M.2,4TB,UHDGraphics,UHD Graphics ,0,22600,1521,0,2622850,ASUS MiniPC PN80 i7-11700B 180W M.2,17540225,0,M.2,M.2,4000.0,0
526,1,i7-11700B,DDR4,64,M.2,1TB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1753820,ASUS MiniPC PN80 i7-11700B 180W M.2,17540429,0,M.2,M.2,1000.0,0
527,1,i7-11700B,DDR4,64,M.2,2TB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1894850,ASUS MiniPC PN80 i7-11700B 180W M.2,17540378,0,M.2,M.2,2000.0,0
528,1,i7-11700B,DDR4,64,M.2,4TB,UHDGraphics,UHD Graphics ,0,22600,1521,0,2818820,ASUS MiniPC PN80 i7-11700B 180W M.2,17540360,0,M.2,M.2,4000.0,0
529,1,i7-11700B,DDR4,8,M.2,128GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1378880,ASUS MiniPC PN80 i7-11700B 180W M.2,17539820,0,M.2,M.2,128,0
530,1,i7-11700B,DDR4,16,M.2,256GB,UHDGraphics,UHD Graphics ,0,22600,1521,0,1586990,ASUS MiniPC PN80 i7-11700B 180W M.2,17540057,0,M.2,M.2,256,0
531,1,i3-12100,DDR5,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,894720,LG전자 Z80KV-AR23Bi3,17905535,0,M.2,M.2,256,0
532,1,i3-12100,DDR5,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,934790,LG전자 Z80KV-AR23Bi3,17905628,0,M.2,M.2,512,0
533,1,i3-12100,DDR5,8,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,984720,LG전자 Z80KV-AR23Bi3,17905676,0,M.2,M.2,1000.0,0
534,1,i3-12100,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,954720,LG전자 Z80KV-AR23Bi3,17905733,0,M.2,M.2,256,0
535,1,i3-12100,DDR5,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,1000720,LG전자 Z80KV-AR23Bi3,17905799,0,M.2,M.2,512,0
536,1,i3-12100,DDR5,16,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,1054720,LG전자 Z80KV-AR23Bi3,17905835,0,M.2,M.2,1000.0,0
537,1,i3-12100,DDR5,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,934720,LG전자 Z80KV-AR23Bi3,17905601,0,M.2,M.2,256,0
538,1,i3-12100,DDR5,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,984770,LG전자 Z80KV-AR23Bi3,17905661,0,M.2,M.2,512,0
539,1,i3-12100,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,1000720,LG전자 Z80KV-AR23Bi3,17905751,0,M.2,M.2,256,0
540,1,i3-12100,DDR5,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,1054790,LG전자 Z80KV-AR23Bi3,17905814,0,M.2,M.2,512,0
541,0,5800X,DDR4,32,M.2,1TB,GeforceRTX3070,Geforce RTX 3070 8GB,0,28127,22296,1,1705340,알이시스템 리메이드PC RB584,13510775,1,M.2,M.2,1000.0,0
542,0,5600G,DDR4,16,M.2,500GB,5600G,5600G  ,0,19836,2580,0,701230,이엠텍 레드빗 PC HOME - R5M93,17911991,0,M.2,M.2,500,0
543,0,4650G,DDR4,8,SSD,250GB,4650G,4650G  ,1,16323,2370,0,539000,한성컴퓨터 프리워커 F5500GW,11876101,0,SSD,SSD,250,0
544,1,i5-12400,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19524,17071,1,1333990,레노버 아이디어센터 Gaming 5 17IAB7 90T1001WKR Win10Pro,16878413,1,M.2,M.2,512,0
545,1,i5-12400,DDR4,16,M.2,1TB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19524,17071,1,1379990,레노버 아이디어센터 Gaming 5 17IAB7 90T1001WKR Win10Pro,16971812,1,M.2,M.2,1000.0,0
546,1,i5-12400,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19524,17071,1,1355900,레노버 아이디어센터 Gaming 5 17IAB7 90T1001WKR Win10Pro,16971701,1,M.2,M.2,512,0
547,1,i5-12400,DDR4,16,M.2,1TB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19524,17071,1,1428700,레노버 아이디어센터 Gaming 5 17IAB7 90T1001WKR Win10Pro,17001287,1,M.2,M.2,1000.0,0
548,1,i3-10100,DDR4,4,M.2,128GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,451990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13006943,0,M.2,M.2,128,0
549,1,i3-10100,DDR4,8,M.2,128GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,467720,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13007021,0,M.2,M.2,128,0
550,1,i3-10100,DDR4,8,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,483990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,17703209,0,M.2,M.2,256,0
551,1,i3-10100,DDR4,8,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,498990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,17703608,0,M.2,M.2,512,0
552,1,i3-10100,DDR4,16,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,530720,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13007042,0,M.2,M.2,256,0
553,1,i3-10100,DDR4,16,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,562720,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13007057,0,M.2,M.2,512,0
554,1,i3-10100,DDR4,16,M.2,1TB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,597990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,17703668,0,M.2,M.2,1000.0,0
555,1,i3-10100,DDR4,32,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,625990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13007081,0,M.2,M.2,256,0
556,1,i3-10100,DDR4,32,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,887990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,17013143,0,M.2,M.2,512,0
557,1,i3-10100,DDR4,8,M.2,128GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,529990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13007105,0,M.2,M.2,128,0
558,1,i3-10100,DDR4,16,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,592990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13007111,0,M.2,M.2,256,0
559,1,i3-10100,DDR4,16,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,586990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,17703713,0,M.2,M.2,256,0
560,1,i3-10100,DDR4,32,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,719990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13007123,0,M.2,M.2,256,0
561,1,i3-10100,DDR4,32,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,751990,ECS LIVA ONE H410 i3-10100 120W M.2 코잇,13007159,0,M.2,M.2,512,0
562,1,i7-12700KF,DDR4,16,M.2,500GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,34498,20406,1,1756790,다나와표준PC 전문가용 220827,17569703,1,M.2,M.2,500,0
563,0,5700G,DDR4,8,M.2,128GB,5700G,5700G  ,0,24568,2775,0,599720,ASRock DeskMini X300 5700G 120W M2 에즈윈,15056984,0,M.2,M.2,128,0
564,0,5700G,DDR4,8,M.2,250GB,5700G,5700G  ,0,24568,2775,0,630130,ASRock DeskMini X300 5700G 120W M2 에즈윈,15057218,0,M.2,M.2,250,0
565,0,5700G,DDR4,8,M.2,256GB,5700G,5700G  ,0,24568,2775,0,634680,ASRock DeskMini X300 5700G 120W M2 에즈윈,15057236,0,M.2,M.2,256,0
566,0,5700G,DDR4,8,M.2,512GB,5700G,5700G  ,0,24568,2775,0,666810,ASRock DeskMini X300 5700G 120W M2 에즈윈,15058313,0,M.2,M.2,512,0
567,0,5700G,DDR4,16,M.2,256GB,5700G,5700G  ,0,24568,2775,0,679530,ASRock DeskMini X300 5700G 120W M2 에즈윈,15059108,0,M.2,M.2,256,0
568,0,5700G,DDR4,16,M.2,512GB,5700G,5700G  ,0,24568,2775,0,724130,ASRock DeskMini X300 5700G 120W M2 에즈윈,15059345,0,M.2,M.2,512,0
569,0,5700G,DDR4,16,M.2,1TB,5700G,5700G  ,0,24568,2775,0,777570,ASRock DeskMini X300 5700G 120W M2 에즈윈,15059606,0,M.2,M.2,1000.0,0
570,0,5700G,DDR4,32,M.2,1TB,5700G,5700G  ,0,24568,2775,0,864770,ASRock DeskMini X300 5700G 120W M2 에즈윈,15310274,0,M.2,M.2,1000.0,0
571,0,5700G,DDR4,32,M.2,2TB,5700G,5700G  ,0,24568,2775,0,1059270,ASRock DeskMini X300 5700G 120W M2 에즈윈,15059759,0,M.2,M.2,2000.0,0
572,0,5700G,DDR4,64,M.2,4TB,5700G,5700G  ,0,24568,2775,0,1965400,ASRock DeskMini X300 5700G 120W M2 에즈윈,15059930,0,M.2,M.2,4000.0,0
573,0,5700G,DDR4,64,M.2,8TB,5700G,5700G  ,0,24568,2775,0,2278000,ASRock DeskMini X300 5700G 120W M2 에즈윈,15967754,0,M.2,M.2,8000.0,0
574,0,5700G,DDR4,8,M.2,128GB,5700G,5700G  ,0,24568,2775,0,669870,ASRock DeskMini X300 5700G 120W M2 에즈윈,15058730,0,M.2,M.2,128,0
575,0,5700G,DDR4,16,M.2,256GB,5700G,5700G  ,0,24568,2775,0,736680,ASRock DeskMini X300 5700G 120W M2 에즈윈,15059510,0,M.2,M.2,256,0
576,1,i3-12100F,DDR4,16,M.2,256GB,GeforceGTX1660SUPER,Geforce GTX 1660 SUPER 6GB,0,14345,12770,1,911740,다나와표준PC 게임용 220812,17569007,1,M.2,M.2,256,0
577,1,i7-1165G7,DDR4,8,M.2,128GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1918810,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15455774,1,M.2,M.2,128,0
578,1,i7-1165G7,DDR4,32,M.2,256GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2000000,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,17749391,1,M.2,M.2,256,0
579,1,i7-1165G7,DDR4,32,M.2,512GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2020000,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,17749412,1,M.2,M.2,512,0
580,1,i7-1165G7,DDR4,8,M.2,250GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1881990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15455972,1,M.2,M.2,250,0
581,1,i7-1165G7,DDR4,8,M.2,256GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1875990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456020,1,M.2,M.2,256,0
582,1,i7-1165G7,DDR4,8,M.2,500GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1937990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456077,1,M.2,M.2,500,0
583,1,i7-1165G7,DDR4,8,M.2,512GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1927990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456098,1,M.2,M.2,512,0
584,1,i7-1165G7,DDR4,8,M.2,1TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2100440,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16060718,1,M.2,M.2,1000.0,0
585,1,i7-1165G7,DDR4,8,M.2,2TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2232490,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16060763,1,M.2,M.2,2000.0,0
586,1,i7-1165G7,DDR4,8,M.2,3TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2730000,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16060787,1,M.2,M.2,3000.0,0
587,1,i7-1165G7,DDR4,8,M.2,4TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2948400,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16060802,1,M.2,M.2,4000.0,0
588,1,i7-1165G7,DDR4,16,M.2,250GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2127990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456143,1,M.2,M.2,250,0
589,1,i7-1165G7,DDR4,16,M.2,256GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1919990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456179,1,M.2,M.2,256,0
590,1,i7-1165G7,DDR4,16,M.2,500GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1949720,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456203,1,M.2,M.2,500,0
591,1,i7-1165G7,DDR4,16,M.2,512GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1939990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456269,1,M.2,M.2,512,0
592,1,i7-1165G7,DDR4,16,M.2,1TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1974830,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456293,1,M.2,M.2,1000.0,0
593,1,i7-1165G7,DDR4,16,M.2,2TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2099990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456332,1,M.2,M.2,2000.0,0
594,1,i7-1165G7,DDR4,16,M.2,3TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2939990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16060943,1,M.2,M.2,3000.0,0
595,1,i7-1165G7,DDR4,16,M.2,4TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,3199990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16060976,1,M.2,M.2,4000.0,0
596,1,i7-1165G7,DDR4,32,M.2,250GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2279280,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16061000,1,M.2,M.2,250,0
597,1,i7-1165G7,DDR4,32,M.2,500GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,1998000,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16061024,1,M.2,M.2,500,0
598,1,i7-1165G7,DDR4,32,M.2,1TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2044880,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456320,1,M.2,M.2,1000.0,0
599,1,i7-1165G7,DDR4,32,M.2,2TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2170000,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456371,1,M.2,M.2,2000.0,0
600,1,i7-1165G7,DDR4,32,M.2,3TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,3129990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16061042,1,M.2,M.2,3000.0,0
601,1,i7-1165G7,DDR4,32,M.2,4TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,3286870,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456410,1,M.2,M.2,4000.0,0
602,1,i7-1165G7,DDR4,64,M.2,250GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2669990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16061105,1,M.2,M.2,250,0
603,1,i7-1165G7,DDR4,64,M.2,500GB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2483000,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16061126,1,M.2,M.2,500,0
604,1,i7-1165G7,DDR4,64,M.2,1TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2201000,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16061159,1,M.2,M.2,1000.0,0
605,1,i7-1165G7,DDR4,64,M.2,2TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,2326000,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16061177,1,M.2,M.2,2000.0,0
606,1,i7-1165G7,DDR4,64,M.2,3TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,3349990,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,16061201,1,M.2,M.2,3000.0,0
607,1,i7-1165G7,DDR4,64,M.2,4TB,GeforceRTX2060,Geforce RTX 2060 ,0,10488,13988,1,3483740,인텔 NUC 11 Enthusiast Kit Phantom Canyon NUC11PHKi7C M2,15456473,1,M.2,M.2,4000.0,0
608,0,7700X,DDR5,32,M.2,1TB,GeforceRTX3070Ti,Geforce RTX 3070 Ti 8GB,0,36393,23611,1,2630520,한성컴퓨터 TFG DX1A770Xi,17951765,1,M.2,M.2,1000.0,0
609,0,5600,DDR4,16,M.2,500GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,2818,20406,1,1312000,이엠텍 레드빗 PC PRO - R5M91,17912768,1,M.2,M.2,500,0
610,1,i5-12400,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,659000,HP 파빌리온 TP01-3003kl,16493450,0,M.2,M.2,256,0
611,1,i5-12400,DDR4,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,775390,HP 파빌리온 TP01-3003kl,17587652,0,M.2,M.2,512,0
612,1,i5-12400,DDR4,8,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,854490,HP 파빌리온 TP01-3003kl,17587679,0,M.2,M.2,1000.0,0
613,1,i5-12400,DDR4,8,M.2,2TB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,990990,HP 파빌리온 TP01-3003kl,17587694,0,M.2,M.2,2000.0,0
614,1,i5-12400,DDR4,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,781470,HP 파빌리온 TP01-3003kl,17587766,0,M.2,M.2,256,0
615,1,i5-12400,DDR4,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,836290,HP 파빌리온 TP01-3003kl,17587799,0,M.2,M.2,512,0
616,1,i5-12400,DDR4,16,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,890890,HP 파빌리온 TP01-3003kl,17587820,0,M.2,M.2,1000.0,0
617,1,i5-12400,DDR4,16,M.2,2TB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,1027390,HP 파빌리온 TP01-3003kl,17587868,0,M.2,M.2,2000.0,0
618,1,i5-12400,DDR4,32,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,890890,HP 파빌리온 TP01-3003kl,17587949,0,M.2,M.2,256,0
619,1,i5-12400,DDR4,32,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,875000,HP 파빌리온 TP01-3003kl,17588000,0,M.2,M.2,512,0
620,1,i5-12400,DDR4,32,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,1000090,HP 파빌리온 TP01-3003kl,17588048,0,M.2,M.2,1000.0,0
621,1,i5-12400,DDR4,32,M.2,2TB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,1145690,HP 파빌리온 TP01-3003kl,17588063,0,M.2,M.2,2000.0,0
622,1,i5-12400,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,799890,HP 파빌리온 TP01-3003kl,17587703,0,M.2,M.2,256,0
623,1,i5-12400,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,836290,HP 파빌리온 TP01-3003kl,17587724,0,M.2,M.2,256,0
624,1,i5-12400,DDR4,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,836290,HP 파빌리온 TP01-3003kl,17587910,0,M.2,M.2,256,0
625,1,i5-12400,DDR4,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,872690,HP 파빌리온 TP01-3003kl,17587922,0,M.2,M.2,256,0
626,1,i5-12400,DDR4,32,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,945490,HP 파빌리온 TP01-3003kl,17588093,0,M.2,M.2,256,0
627,1,i5-12400,DDR4,32,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,990990,HP 파빌리온 TP01-3003kl,17588123,0,M.2,M.2,256,0
628,1,i3-10100,DDR4,8,SSD,240GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,429000,한성컴퓨터 M시리즈 i3,6509684,0,SSD,SSD,240,0
631,0,5900X,DDR4,32,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,39306,20406,1,1969000,레노버 LEGION T5 26AMR5 R9 3060Ti,17290457,1,M.2,M.2,512,0
632,0,5900X,DDR4,32,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,39306,20406,1,2078990,레노버 LEGION T5 26AMR5 R9 3060Ti,17386313,1,M.2,M.2,1000.0,0
633,0,5900X,DDR4,32,M.2,2TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,39306,20406,1,2288990,레노버 LEGION T5 26AMR5 R9 3060Ti,17386493,1,M.2,M.2,2000.0,0
634,0,5900X,DDR4,64,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,39306,20406,1,2258990,레노버 LEGION T5 26AMR5 R9 3060Ti,17386574,1,M.2,M.2,512,0
635,0,5900X,DDR4,64,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,39306,20406,1,2328990,레노버 LEGION T5 26AMR5 R9 3060Ti,17386664,1,M.2,M.2,1000.0,0
