,CPU 제조사,CPU 넘버,메모리 타입,메모리 용량,SSD 형태,SSD 용량,그래픽 칩셋,그래픽 메모리,운영체제,CPU Score,GPU Score,용도,최저가,제품명,제품 코드,그래픽 제조사,저장장치1,저장장치2,저장장치1 크기,저장장치2 크기
636,0,5900X,DDR4,64,M.2,2TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,39306,20406,1,2528990,레노버 LEGION T5 26AMR5 R9 3060Ti,17386793,1,M.2,M.2,2000.0,0
637,1,i7-11700KF,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,1,24109,17071,1,2324160,MSI MAG 코덱스 X5 11TGK-R3060,15803039,1,M.2,M.2,512,0
638,1,i5-12600KF,DDR4,16,M.2,500GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,27395,17071,1,1325220,다나와표준PC DPG 게임용 220721,17377988,1,M.2,M.2,500,0
639,0,5600,DDR4,16,M.2,500GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,2818,17071,1,1193510,다나와표준PC 게임용 220914,17772815,1,M.2,M.2,500,0
640,1,i5-11400,DDR4,8,M.2,256GB,GeforceGT1030,Geforce GT 1030 2GB,1,17078,2522,0,894180,HP 파빌리온 TP01-2002KL-G30,14678750,1,M.2,M.2,256,0
641,0,5700G,DDR4,16,M.2,500GB,5700G,5700G  ,0,24568,2775,0,825490,다나와표준PC 게임용 220410,16739492,0,M.2,M.2,500,0
642,1,N4505,DDR4,4,SSD,120GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,361131,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16572077,0,SSD,SSD,120,0
643,1,N4505,DDR4,4,SSD,240GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,374711,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16572317,0,SSD,SSD,240,0
644,1,N4505,DDR4,4,SSD,500GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,400901,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16572500,0,SSD,SSD,500,0
645,1,N4505,DDR4,8,SSD,120GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,382471,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16572914,0,SSD,SSD,120,0
646,1,N4505,DDR4,8,SSD,240GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,396051,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16572992,0,SSD,SSD,240,0
647,1,N4505,DDR4,8,SSD,500GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,422241,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16573100,0,SSD,SSD,500,0
648,1,N4505,DDR4,16,SSD,120GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,426121,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16573247,0,SSD,SSD,120,0
649,1,N4505,DDR4,16,SSD,240GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,439701,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16573337,0,SSD,SSD,240,0
650,1,N4505,DDR4,16,SSD,500GB,UHDGraphics,UHD Graphics ,0,2367,1521,0,465891,ASUS MiniPC PN41-S1-BBC118MD N4505 SSD,16573379,0,SSD,SSD,500,0
651,1,i5-12400,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1101750,LG전자 B80KV-Pro25S16,18008051,0,M.2,M.2,256,0
652,1,i5-12400,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1141720,LG전자 B80KV-Pro25S16,18008096,0,M.2,M.2,256,0
653,1,i5-12400,DDR5,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1141720,LG전자 B80KV-Pro25S16,18008060,0,M.2,M.2,512,0
654,1,i5-12400,DDR5,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1187720,LG전자 B80KV-Pro25S16,18008108,0,M.2,M.2,512,0
655,1,i5-12400,DDR5,16,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1187750,LG전자 B80KV-Pro25S16,18008078,0,M.2,M.2,1000.0,0
656,1,i5-12400,DDR5,16,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1277720,LG전자 B80KV-Pro25S16,18008123,0,M.2,M.2,1000.0,0
657,0,3000G,DDR4,8,M.2,500GB,3000G,3000G  ,0,4483,0,0,395730,이엠텍 레드빗 PC HOME - R5M94,17912189,0,M.2,M.2,500,0
658,0,5800X,DDR4,16,M.2,500GB,GeforceRTX3080Ti,Geforce RTX 3080 Ti 12GB,0,28127,27299,1,3195880,다나와표준PC DPG 게임용 220524,16960742,1,M.2,M.2,500,0
659,0,5600X,DDR4,16,M.2,512GB,GeforceRTX3080,Geforce RTX 3080 10GB,0,21959,25205,1,2504200,한성컴퓨터 TFG AX5508,15527693,1,M.2,M.2,512,0
660,0,5600G,DDR4,8,SSD,250GB,5600G,5600G  ,0,19836,2580,0,516820,다나와표준PC 온라인강의용 220905,17772302,0,SSD,SSD,250,0
661,0,5600X,DDR4,16,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,21959,20406,1,1614300,한성컴퓨터 TFG AX5506iW,15706676,1,M.2,M.2,512,0
662,0,5600X,DDR4,16,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,21959,20406,1,1276990,이엠텍 레드빗 PRO - R5M52,17199263,1,M.2,M.2,512,0
663,0,3000G,DDR4,8,M.2,250GB,3000G,3000G  ,0,4483,0,0,383510,이엠텍 레드빗 PC HOME - R5M95,17912345,0,M.2,M.2,250,0
664,1,i5-12400,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1032890,LG전자 B80KV-AR25S16,17931578,0,M.2,M.2,256,0
665,1,i5-12400,DDR5,16,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1132720,LG전자 B80KV-AR25S16,17931716,0,M.2,M.2,1000.0,0
666,1,i5-12400,DDR5,16,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1224720,LG전자 B80KV-AR25S16,17931875,0,M.2,M.2,1000.0,0
667,1,i5-12400,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1084750,LG전자 B80KV-AR25S16,17931785,0,M.2,M.2,256,0
668,1,i5-12400,DDR5,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1082810,LG전자 B80KV-AR25S16,17931620,0,M.2,M.2,512,0
669,1,i5-12400,DDR5,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,1134720,LG전자 B80KV-AR25S16,17931818,0,M.2,M.2,512,0
670,1,i7-12700KF,DDR4,16,M.2,500GB,GeforceRTX3050,Geforce RTX 3050 8GB,0,34498,12707,1,1408170,다나와표준PC 전문가용 220925,17773409,1,M.2,M.2,500,0
671,1,i3-12100,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,617610,DELL 보스트로 DV3710-W002KR Win10,18142610,0,M.2,M.2,256,0
672,1,i3-12100,DDR4,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,690690,DELL 보스트로 DV3710-W002KR Win10,18143030,0,M.2,M.2,512,0
673,1,i3-12100,DDR4,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,663110,DELL 보스트로 DV3710-W002KR Win10,18142973,0,M.2,M.2,256,0
674,1,i3-12100,DDR4,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,735810,DELL 보스트로 DV3710-W002KR Win10,18142991,0,M.2,M.2,512,0
675,1,i3-12100,DDR4,32,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,754390,DELL 보스트로 DV3710-W002KR Win10,18143108,0,M.2,M.2,256,0
676,1,i3-12100,DDR4,32,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,14328,1644,0,827190,DELL 보스트로 DV3710-W002KR Win10,18143120,0,M.2,M.2,512,0
677,1,i7-12700K,DDR5,32,M.2,1TB,RadeonRX6700XT,Radeon RX 6700 XT 12GB,1,34667,19225,1,3189890,DELL XPS DX8950-WP10KR black,16393727,0,M.2,M.2,1000.0,0
678,1,i7-12700K,DDR5,32,M.2,1TB,RadeonRX6700XT,Radeon RX 6700 XT 12GB,1,34667,19225,1,3698990,DELL XPS DX8950-WP10KR black,16438712,0,M.2,M.2,1000.0,0
679,1,i7-12700K,DDR5,64,M.2,1TB,RadeonRX6700XT,Radeon RX 6700 XT 12GB,1,34667,19225,1,3890000,DELL XPS DX8950-WP10KR black,16438733,0,M.2,M.2,1000.0,0
680,1,i7-12700K,DDR5,64,M.2,1TB,RadeonRX6700XT,Radeon RX 6700 XT 12GB,1,34667,19225,1,3920000,DELL XPS DX8950-WP10KR black,16438745,0,M.2,M.2,1000.0,0
681,1,i5-10400,DDR4,8,SSD,250GB,UHDGraphics630,UHD Graphics 630 ,0,12309,1279,0,499000,한성컴퓨터 프리워커 F2500,11889883,0,SSD,SSD,250,0
682,1,i5-12400F,DDR4,16,M.2,256GB,GeforceGTX1650,Geforce GTX 1650 4GB,0,19804,7820,1,982290,이엠텍 레드빗 PC HOME - I5M41,16995692,1,M.2,M.2,256,0
683,1,i7-12700F,DDR4,16,M.2,512GB,GeforceRTX3080,Geforce RTX 3080 10GB,0,31455,25205,1,1909890,NEXPC 게이밍프로 Q228,17738654,1,M.2,M.2,512,0
684,0,5600X,DDR4,16,M.2,500GB,GeforceRTX3070,Geforce RTX 3070 8GB,0,21959,22296,1,1499000,한성컴퓨터 TFG MX4A570,17133374,1,M.2,M.2,500,0
685,1,i7-12700K,DDR4,16,M.2,500GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,34667,17071,1,1659540,다나와표준PC 전문가용 220127,16080689,1,M.2,M.2,500,0
686,0,5600X,DDR4,16,M.2,500GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,21959,17071,1,1203200,이엠텍 레드빗 PC PRO - R5M75,17606687,1,M.2,M.2,500,0
687,1,i5-12400F,DDR4,16,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,19804,20406,1,1314634,한성컴퓨터 TFG AX12506iA,16811453,1,M.2,M.2,512,0
688,0,5700G,DDR4,16,SSD,240GB,5700G,5700G  ,0,24568,2775,0,627190,다나와표준PC 게임용 211010,15354296,0,SSD,SSD,240,0
689,0,5500,DDR4,16,M.2,500GB,GeforceGTX1660SUPER,Geforce GTX 1660 SUPER 6GB,0,2564,12770,1,796800,다나와표준PC 게임용 220609,17178041,1,M.2,M.2,500,0
690,0,5600X,DDR4,16,M.2,500GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,21959,17071,1,1165350,다나와표준PC 게임용 220614,17179145,1,M.2,M.2,500,0
691,1,i5-12600KF,DDR4,16,M.2,500GB,GeforceRTX3080,Geforce RTX 3080 10GB,0,27395,25205,1,2079000,한성컴퓨터 TFG MX4i580X,17134730,1,M.2,M.2,500,0
693,0,5600G,DDR4,16,SSD,500GB,5600G,5600G  ,0,19836,2580,0,554100,다나와표준PC 게임용 211209,15831488,0,SSD,SSD,500,0
694,1,i5-11400,DDR4,8,M.2,500GB,UHDGraphics730,UHD Graphics 730 ,1,17078,1644,0,818790,레노버 아이디어센터 3i 07IMB05 I5M8S5,13145157,0,M.2,M.2,500,0
695,1,i9-12900K,DDR5,32,M.2,2TB,GeforceRTX3080,Geforce RTX 3080 ,1,41519,25205,1,5690000,CORSAIR ONE i300 031,16844825,1,M.2,M.2,2000.0,0
696,1,i5-12500,DDR4,16,M.2,500GB,UHDGraphics770,UHD Graphics 770 ,0,20287,2496,0,739000,한성컴퓨터 보스몬스터 울트라 UX12500,17547305,0,M.2,M.2,500,0
697,0,5600X,DDR4,16,M.2,500GB,RadeonRX6600,Radeon RX 6600 8GB,0,21959,14491,1,1004633,한성컴퓨터 TFG AX5560A,16830266,0,M.2,M.2,500,0
698,1,i7-11700,DDR4,4,M.2,128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,938590,MSI 미니 DP21 i7-11700 Win10Pro M2,15453524,0,M.2,M.2,128,0
699,1,i7-11700,DDR4,4,SSD + M.2,120GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,965190,MSI 미니 DP21 i7-11700 Win10Pro M2,15456752,0,SSD,M.2,120,128
700,1,i7-11700,DDR4,4,SSD + M.2,128GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,970890,MSI 미니 DP21 i7-11700 Win10Pro M2,15461513,0,SSD,M.2,128,128
701,1,i7-11700,DDR4,4,SSD + M.2,240GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,976590,MSI 미니 DP21 i7-11700 Win10Pro M2,15456785,0,SSD,M.2,240,128
702,1,i7-11700,DDR4,4,M.2,128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,997490,MSI 미니 DP21 i7-11700 Win10Pro M2,15456968,0,M.2,M.2,128,0
703,1,i7-11700,DDR4,8,M.2,128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,960440,MSI 미니 DP21 i7-11700 Win10Pro M2,15456710,0,M.2,M.2,128,0
704,1,i7-11700,DDR4,8,SSD + M.2,240GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,997490,MSI 미니 DP21 i7-11700 Win10Pro M2,15461579,0,SSD,M.2,240,128
705,1,i7-11700,DDR4,8,SSD + M.2,250GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1008890,MSI 미니 DP21 i7-11700 Win10Pro M2,15457031,0,SSD,M.2,250,128
706,1,i7-11700,DDR4,8,SSD + M.2,256GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1014590,MSI 미니 DP21 i7-11700 Win10Pro M2,15457082,0,SSD,M.2,256,128
707,1,i7-11700,DDR4,8,SSD + M.2,500GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1035490,MSI 미니 DP21 i7-11700 Win10Pro M2,15457163,0,SSD,M.2,500,128
708,1,i7-11700,DDR4,8,SSD + M.2,512GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1046890,MSI 미니 DP21 i7-11700 Win10Pro M2,15457262,0,SSD,M.2,512,128
709,1,i7-11700,DDR4,8,M.2,128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1019340,MSI 미니 DP21 i7-11700 Win10Pro M2,15457133,0,M.2,M.2,128,0
710,1,i7-11700,DDR4,8,M.2,128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1030740,MSI 미니 DP21 i7-11700 Win10Pro M2,15456833,0,M.2,M.2,128,0
711,1,i7-11700,DDR4,8,M.2,128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1063040,MSI 미니 DP21 i7-11700 Win10Pro M2,15457310,0,M.2,M.2,128,0
712,1,i7-11700,DDR4,16,M.2,128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,997490,MSI 미니 DP21 i7-11700 Win10Pro M2,15456887,0,M.2,M.2,128,0
713,1,i7-11700,DDR4,16,SSD + M.2,250GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1046890,MSI 미니 DP21 i7-11700 Win10Pro M2,15461639,0,SSD,M.2,250,128
714,1,i7-11700,DDR4,16,SSD + M.2,256GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1051640,MSI 미니 DP21 i7-11700 Win10Pro M2,15461669,0,SSD,M.2,256,128
715,1,i7-11700,DDR4,16,SSD + M.2,500GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1073490,MSI 미니 DP21 i7-11700 Win10Pro M2,15457343,0,SSD,M.2,500,128
716,1,i7-11700,DDR4,16,SSD + M.2,512GB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1095340,MSI 미니 DP21 i7-11700 Win10Pro M2,15461693,0,SSD,M.2,512,128
717,1,i7-11700,DDR4,16,SSD + M.2,1TB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1149490,MSI 미니 DP21 i7-11700 Win10Pro M2,15461717,0,SSD,M.2,1000.0,128
718,1,i7-11700,DDR4,32,SSD + M.2,1TB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1256840,MSI 미니 DP21 i7-11700 Win10Pro M2,15457388,0,SSD,M.2,1000.0,128
719,1,i7-11700,DDR4,32,SSD + M.2,2TB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1429740,MSI 미니 DP21 i7-11700 Win10Pro M2,15461753,0,SSD,M.2,2000.0,128
720,1,i7-11700,DDR4,64,SSD + M.2,4TB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1915190,MSI 미니 DP21 i7-11700 Win10Pro M2,15457412,0,SSD,M.2,4000.0,128
721,1,i7-11700,DDR4,64,SSD + M.2,8TB + 128GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,2617240,MSI 미니 DP21 i7-11700 Win10Pro M2,15461792,0,SSD,M.2,8000.0,128
722,1,i3-10100,DDR4,4,M.2,128GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,620000,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984260,0,M.2,M.2,128,0
723,1,i3-10100,DDR4,8,M.2,128GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,636000,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984479,0,M.2,M.2,128,0
724,1,i3-10100,DDR4,16,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,747000,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984524,0,M.2,M.2,256,0
725,1,i3-10100,DDR4,16,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,726000,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984548,0,M.2,M.2,512,0
726,1,i3-10100,DDR4,32,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,759000,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984569,0,M.2,M.2,256,0
727,1,i3-10100,DDR4,8,M.2,128GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,746000,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984605,0,M.2,M.2,128,0
728,1,i3-10100,DDR4,16,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,809000,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984629,0,M.2,M.2,256,0
729,1,i3-10100,DDR4,32,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,925990,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984644,0,M.2,M.2,256,0
730,1,i3-10100,DDR4,32,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,962990,ECS LIVA ONE H410 i3-10100 Win10Pro 코잇,12984656,0,M.2,M.2,512,0
731,0,5600G,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19836,17071,1,1357030,레노버 LEGION T5 26AMR5 R5 3060 Win11Home,17291363,1,M.2,M.2,512,0
732,0,5600G,DDR4,16,M.2,1TB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19836,17071,1,1725340,레노버 LEGION T5 26AMR5 R5 3060 Win11Home,17451758,1,M.2,M.2,1000.0,0
733,0,5600G,DDR4,16,M.2,2TB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19836,17071,1,1841270,레노버 LEGION T5 26AMR5 R5 3060 Win11Home,17451896,1,M.2,M.2,2000.0,0
734,0,5600G,DDR4,32,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19836,17071,1,1726070,레노버 LEGION T5 26AMR5 R5 3060 Win11Home,17451821,1,M.2,M.2,512,0
735,0,5600G,DDR4,64,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19836,17071,1,1860380,레노버 LEGION T5 26AMR5 R5 3060 Win11Home,17451881,1,M.2,M.2,512,0
736,0,5600G,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,1,19836,17071,1,1614380,레노버 LEGION T5 26AMR5 R5 3060 Win11Home,17451740,1,M.2,M.2,512,0
737,1,i5-12400,DDR5,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,836010,주연테크 SSD-BTS5,17629982,0,M.2,M.2,256,0
738,1,i5-12400,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,875070,주연테크 SSD-BTS5,17630033,0,M.2,M.2,256,0
739,1,i5-12400,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,919770,주연테크 SSD-BTS5,17630147,0,M.2,M.2,256,0
740,1,i5-12400,DDR5,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,937650,주연테크 SSD-BTS5,17630186,0,M.2,M.2,256,0
741,1,i5-12400,DDR5,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,928710,주연테크 SSD-BTS5,17630219,0,M.2,M.2,512,0
742,1,i5-12400,DDR5,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,884010,주연테크 SSD-BTS5,17630114,0,M.2,M.2,512,0
743,1,i5-12400,DDR5,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,937650,주연테크 SSD-BTS5,17630234,0,M.2,M.2,512,0
744,1,i5-12400,DDR5,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,955530,주연테크 SSD-BTS5,17630261,0,M.2,M.2,512,0
745,1,i3-10105,DDR4,8,SSD,256GB,UHDGraphics630,UHD Graphics 630 ,0,8776,1279,0,372030,씨넥스존 CYO-0002,18147398,0,SSD,SSD,256,0
746,0,5900X,DDR4,32,M.2,512GB,RadeonRX6800XT,Radeon RX 6800 XT 16GB,0,39306,24035,1,2441000,레노버 LEGION T5 26AMR5 R9 6800XT,17612831,0,M.2,M.2,512,0
747,1,G7400,DDR4,8,SSD,250GB,UHDGraphics710,UHD Graphics 710 ,0,6749,1101,0,422880,다나와표준PC 홈/오피스용 220803,17568359,0,SSD,SSD,250,0
748,0,5600,DDR4,16,M.2,500GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,2818,17071,1,1167990,이엠텍 레드빗 PC PRO - R5M92,17912567,1,M.2,M.2,500,0
749,0,7600X,DDR5,32,M.2,1TB,GeforceRTX3070Ti,Geforce RTX 3070 Ti 8GB,0,28798,23611,1,2451570,한성컴퓨터 TFG DX1A670Xi,17951741,1,M.2,M.2,1000.0,0
750,0,4650G,DDR4,8,SSD,240GB,4650G,4650G  ,0,16323,2370,0,429000,한성컴퓨터 미니슈트 R55,12259859,0,SSD,SSD,240,0
751,1,G5900,DDR4,8,SSD,250GB,UHDGraphics610,UHD Graphics 610 ,1,2672,727,0,459000,한성컴퓨터 프리워커 F2100W,11889712,0,SSD,SSD,250,0
752,0,5800X,DDR4,32,M.2,512GB,GeforceRTX3070,Geforce RTX 3070 8GB,0,28127,22296,1,1871910,다나와표준PC DPG 게임용 210824,14890499,1,M.2,M.2,512,0
753,0,5600X,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,21959,17071,1,1221990,이엠텍 레드빗 PC PRO - R5M77,17590094,1,M.2,M.2,512,0
754,1,i3-10100,DDR4,8,SSD,250GB,UHDGraphics630,UHD Graphics 630 ,0,8754,1279,0,419000,한성컴퓨터 프리워커 F2300,11889820,0,SSD,SSD,250,0
755,1,i5-10400F,DDR4,8,SSD,240GB,GeforceGTX1050Ti,Geforce GTX 1050 Ti 4GB,0,12370,6297,1,639000,한성컴퓨터 프리워커 F2505,13694483,1,SSD,SSD,240,0
756,1,i7-12700KF,DDR4,16,M.2,500GB,GeforceRTX3070Ti,Geforce RTX 3070 Ti 8GB,0,34498,23611,1,2086620,다나와표준PC 게임용 220920,17773133,1,M.2,M.2,500,0
757,1,N4505,DDR4,4,eMMC,128GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,451050,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16537574,0,eMMC,eMMC,128,0
758,1,N4505,DDR4,4,eMMC + SSD,128GB + 120GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,485000,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16537805,0,eMMC,SSD,128,120
759,1,N4505,DDR4,4,eMMC + SSD,128GB + 240GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,489940,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16537931,0,eMMC,SSD,128,240
760,1,N4505,DDR4,4,eMMC + SSD,128GB + 500GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,526620,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538012,0,eMMC,SSD,128,500
761,1,N4505,DDR4,4,eMMC,128GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,510900,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538129,0,eMMC,eMMC,128,0
762,1,N4505,DDR4,4,eMMC,128GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,516140,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538303,0,eMMC,eMMC,128,0
763,1,N4505,DDR4,8,eMMC,128GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,471070,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538378,0,eMMC,eMMC,128,0
764,1,N4505,DDR4,8,eMMC + SSD,128GB + 120GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,507750,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538459,0,eMMC,SSD,128,120
765,1,N4505,DDR4,8,eMMC + SSD,128GB + 240GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,522420,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538561,0,eMMC,SSD,128,240
766,1,N4505,DDR4,8,eMMC + SSD,128GB + 500GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,559100,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538630,0,eMMC,SSD,128,500
767,1,N4505,DDR4,8,eMMC,128GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,548050,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538711,0,eMMC,eMMC,128,0
768,1,N4505,DDR4,8,eMMC,128GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,552900,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538768,0,eMMC,eMMC,128,0
769,1,N4505,DDR4,16,eMMC,128GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,541290,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16538945,0,eMMC,eMMC,128,0
770,1,N4505,DDR4,16,eMMC + SSD,128GB + 120GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,577970,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16539032,0,eMMC,SSD,128,120
771,1,N4505,DDR4,16,eMMC + SSD,128GB + 240GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,592640,ASUS MiniPC PN41-S1-BC243AV N4505 Win11Pro,16539104,0,eMMC,SSD,128,240
